dataset	n_seqs	condition	seq_id	kind	reference_rank	reference_original	reference_proposed	reference_conf	test_rank	test_original	test_proposed	test_conf	taxonomy
n1600	1600	port_py3_epang_T1_K25	6ffdd279-3346-42d5-9bac-5d8ec04b6171	flagged by test only					Species	NA	Eudorina elegans	0.510	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;NA
n1600	1600	port_py3_epang_T1_K25	718a9b63-81a8-4ca8-99dc-42e9dac2bcf2	flagged by test only					Species	Primula egaliksensis	NA	0.657	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula egaliksensis
n1600	1600	port_py3_epang_T1_K25	71c310db-eb55-434c-bea7-72844bf111a4	flagged by test only					Species	Ilex macrocarpa	Ilex micrococca	0.456	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex macrocarpa
n1600	1600	port_py3_epang_T1_K25	8cd0e442-47b3-49ee-bd90-4884f9affaba	flagged by test only					Species	NA	Nymphaea odorata	0.510	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	port_py3_epang_T1_K25	8f894320-cbf1-4716-a628-56c4eb8aa47c	flagged by test only					Species	Bipolaris sorokiniana	NA	0.964	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	port_py3_epang_T1_K25	92aedd84-5868-4824-8d94-223e55be976e	flagged by test only					Order	Trebouxiales	Microthamniales	0.990	Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	port_py3_epang_T1_K25	a978ee1b-d8d2-49a6-a534-b823abf82774	flagged by test only					Phylum	NA	Ascomycota	0.703	Fungi;NA;NA;NA;NA;NA;NA
n1600	1600	port_py3_epang_T1_K25	ad800fc3-d641-4d7a-9c13-807cca9b0caa	flagged by test only					Genus	Gelasia	Epilasia	0.507	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Gelasia;Gelasia aucheriana
n1600	1600	port_py3_epang_T1_K25	b6d8728e-79f1-4161-a00d-e44d0d55b6f9	flagged by test only					Species	Scorzonera laciniata	Scorzonera cana	0.499	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera;Scorzonera laciniata
n1600	1600	port_py3_epang_T2	199ec4f6-40e0-4a07-8c8e-95ba7ca0f54f	same rank, other proposal	Genus	Pleodorina	Pandorina	0.602	Genus	Pleodorina	Eudorina	0.994	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Pleodorina
n1600	1600	port_py3_epang_T2	298983ad-4160-4cdd-be94-1377c18ed9e0	same rank, other proposal	Genus	Pleodorina	Pandorina	0.999	Genus	Pleodorina	Eudorina	0.711	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Pleodorina
n1600	1600	port_py3_epang_T2	3f6abd7f-f0d5-443f-a389-a6eee27f6f9c	same rank, other proposal	Species	Primula kialensis	Primula auriculata	0.468	Species	Primula kialensis	NA	0.716	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula kialensis
n1600	1600	port_py3_epang_T2	4d7a86e3-7b98-4721-a6c1-dee1101ffd36	same rank, other proposal	Genus	Pleodorina	Pandorina	0.999	Genus	Pleodorina	Eudorina	0.965	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Pleodorina
n1600	1600	port_py3_epang_T2	4fdc2d5c-fe5d-4273-908e-6785b6f69cb7	rank differs	Phylum	Ascomycota	NA	0.912	Family	NA	Aspergillaceae	0.429	Fungi;Ascomycota;NA;Eurotiales;NA;NA;NA
n1600	1600	port_py3_epang_T2	9c27cf65-ba28-47ed-96b7-8f6f8d99ae71	same rank, other proposal	Species	Ilex serrata	Ilex corallina	0.510	Species	Ilex serrata	__TAXCLUSTER2__Ilex metabaptista	1.000	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex serrata
n1600	1600	port_py3_epang_T2	b29d692a-48ad-43f9-a95b-1ab58ec3d9e4	rank differs	Phylum	Basidiomycota	Ascomycota	0.649	Order	NA	Russulales	0.635	Fungi;Basidiomycota;NA;NA;NA;NA;NA
n1600	1600	port_py3_epang_T2	e4c13d92-788b-4c82-9a0f-82c0dde2414b	rank differs	Kingdom	Fungi	Plantae	0.663	Phylum	Basidiomycota	Zoopagomycota	0.550	Fungi;Basidiomycota;NA
n1600	1600	port_py3_epang_T2	ebd81364-c474-463c-8b7f-7f9881e5403c	same rank, other proposal	Phylum	Basidiomycota	Mucoromycota	0.999	Phylum	Basidiomycota	Ascomycota	0.481	Fungi;Basidiomycota;NA;NA;NA;NA;NA
n1600	1600	port_py3_epang_T2	08e962c7-5564-431e-ba94-03e4b66d7562	flagged by reference only	Species	Ilex shukunii	Ilex x wandoensis	0.814					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex shukunii
n1600	1600	port_py3_epang_T2	0e6638cd-5d7d-4a06-9c12-cbb97adbb37e	flagged by reference only	Species	Ilex cornuta	Ilex x wandoensis	0.926					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex cornuta
n1600	1600	port_py3_epang_T2	0e95f70b-a70e-4df2-9039-1febb088baf7	flagged by reference only	Species	Ahnfeltia borealis	Ahnfeltia plicata	0.946					Plantae;Rhodophyta;NA;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia;Ahnfeltia borealis
n1600	1600	port_py3_epang_T2	2fb594fe-4505-4e08-912a-67344e9f59a5	flagged by reference only	Genus	Pseudopodospermum	Scorzonera	0.410					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Pseudopodospermum;Pseudopodospermum inaequiscapum
n1600	1600	port_py3_epang_T2	31c06ff3-de55-4289-9b11-6c7472f286c1	flagged by reference only	Genus	Eudorina	Pandorina	1.000					Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;Eudorina elegans
n1600	1600	port_py3_epang_T2	353b1e2b-29d1-443b-ae8f-944f0a6ac13b	flagged by reference only	Species	Ahnfeltia fastigiata	Ahnfeltia plicata	0.997					Plantae;Rhodophyta;NA;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia;Ahnfeltia fastigiata
n1600	1600	port_py3_epang_T2	3b26eed0-91da-4ce6-84a3-306e73e92626	flagged by reference only	Species	Actinidia fulvicoma	NA	0.815					Plantae;Tracheophyta;NA;Ericales;Actinidiaceae;Actinidia;Actinidia fulvicoma
n1600	1600	port_py3_epang_T2	3b7aa83b-3f3f-4572-8abf-a132fc2a19a0	flagged by reference only	Species	Actinidia fulvicoma	NA	0.814					Plantae;Tracheophyta;NA;Ericales;Actinidiaceae;Actinidia;Actinidia fulvicoma
n1600	1600	port_py3_epang_T2	3be76ad8-a918-4987-8f03-0c3a86c0d266	flagged by reference only	Species	Ahnfeltia fastigiata	Ahnfeltia plicata	0.997					Plantae;Rhodophyta;NA;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia;Ahnfeltia fastigiata
n1600	1600	port_py3_epang_T2	52efdec0-6b5b-47aa-b41a-ed9b386cef41	flagged by reference only	Species	NA	Bipolaris sorokiniana	0.991					Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n1600	1600	port_py3_epang_T2	5c4c7b4d-3a48-41e6-aa23-16fd38952d2b	flagged by reference only	Phylum	Ascomycota	NA	0.912					Fungi;Ascomycota;NA;Eurotiales;Aspergillaceae;Aspergillus;NA
n1600	1600	port_py3_epang_T2	75e2a37b-db1b-4673-bcef-338f984d4d9b	flagged by reference only	Species	Ahnfeltia borealis	Ahnfeltia plicata	0.997					Plantae;Rhodophyta;NA;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia;Ahnfeltia borealis
n1600	1600	port_py3_epang_T2	817344f0-1ac1-4dcb-9437-10d50e54cf17	flagged by reference only	Species	Ilex chinensis	Ilex x wandoensis	0.492					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex chinensis
n1600	1600	port_py3_epang_T2	8c218ce6-7103-4963-8949-7893188cc590	flagged by reference only	Species	Ahnfeltia fastigiata	Ahnfeltia plicata	0.997					Plantae;Rhodophyta;NA;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia;Ahnfeltia fastigiata
n1600	1600	port_py3_epang_T2	e62ae28c-9b37-49e0-b1ef-9e0dc3e2b638	flagged by reference only	Species	Ilex shukunii	Ilex x wandoensis	0.814					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex shukunii
n1600	1600	port_py3_epang_T2	f17cd819-8779-4d94-9c4b-67b6f0f80c16	flagged by reference only	Species	Ahnfeltia borealis	Ahnfeltia plicata	0.997					Plantae;Rhodophyta;NA;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia;Ahnfeltia borealis
n1600	1600	port_py3_epang_T2	f254f880-e1cb-467c-a691-df7862b2a753	flagged by reference only	Species	Ilex tetramera	Ilex x wandoensis	0.814					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex tetramera
n1600	1600	port_py3_epang_T2	0e209b54-1496-4e43-988c-b37cb86c6b5f	flagged by test only					Species	NA	Eudorina elegans	1.000	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;NA
n1600	1600	port_py3_epang_T2	0f799fab-e0c1-4297-bfc3-979ee401eae9	flagged by test only					Species	Bouteloua warnockii	Bouteloua curtipendula	1.000	Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua warnockii
n1600	1600	port_py3_epang_T2	1a66e156-5e5a-4957-a393-a21ae8840c02	flagged by test only					Phylum	Mucoromycota	Ascomycota	1.000	Fungi;Mucoromycota;NA;Endogonales;NA;NA;__TAXCLUSTER5__NA
n1600	1600	port_py3_epang_T2	27f8dfdc-b631-471d-85f4-e6431a95d1a2	flagged by test only					Species	Primula farinosa	Primula pinnata	0.510	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula farinosa
n1600	1600	port_py3_epang_T2	2cc256c7-18cb-4dd1-8b09-096b820a1840	flagged by test only					Species	Asterochloris woessiae	NA	0.473	Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;Asterochloris woessiae
n1600	1600	port_py3_epang_T2	2d77ea64-ffbe-4c8b-ad03-af0de2bdf1cc	flagged by test only					Species	Mucuna novoguineensis	Mucuna gigantea	0.510	Plantae;Tracheophyta;NA;Fabales;Fabaceae;Mucuna;Mucuna novoguineensis
n1600	1600	port_py3_epang_T2	31212b33-3e7c-4c3e-9969-3a48d0dd117c	flagged by test only					Species	Asterochloris italiana	NA	0.849	Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;Asterochloris italiana
n1600	1600	port_py3_epang_T2	3453d2be-3e07-4fa6-8d00-d2d2c992b2b2	flagged by test only					Genus	Omphalogramma	Primula	0.996	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Omphalogramma
n1600	1600	port_py3_epang_T2	3bc999e5-2232-4b3a-acfc-6161b2e6504c	flagged by test only					Species	Primula farinosa	Primula pinnata	0.510	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula farinosa
n1600	1600	port_py3_epang_T2	3d62b4e2-6ef6-4bb1-8c4e-338d9b931017	flagged by test only					Genus	Omphalogramma	Primula	0.709	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Omphalogramma
n1600	1600	port_py3_epang_T2	554d4ef6-80da-41c4-b2d3-741422082908	flagged by test only					Species	NA	Scorzonera meyeri	0.510	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera;NA
n1600	1600	port_py3_epang_T2	55927f18-64e4-4ded-b834-6ed4c025fa3d	flagged by test only					Species	Mucuna novoguineensis	Mucuna gigantea	0.510	Plantae;Tracheophyta;NA;Fabales;Fabaceae;Mucuna;Mucuna novoguineensis
n1600	1600	port_py3_epang_T2	5ce1e186-82e6-4847-8ecc-f7d13ee39941	flagged by test only					Species	Primula cusickiana	Primula capillaris	0.510	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula cusickiana
n1600	1600	port_py3_epang_T2	636c97f1-bcaa-4c93-af63-10a9e3db0752	flagged by test only					Species	Primula beesiana	Primula chungensis	0.738	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula beesiana
n1600	1600	port_py3_epang_T2	64b3e071-e66c-408b-9ba5-5c33a7321b40	flagged by test only					Phylum	Mucoromycota	Ascomycota	1.000	Fungi;Mucoromycota;NA;Endogonales;NA;NA;__TAXCLUSTER5__NA
n1600	1600	port_py3_epang_T2	681d305d-8dee-4c2f-8d55-96a7b28cb745	flagged by test only					Species	NA	Bouteloua curtipendula	0.576	Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;NA
n1600	1600	port_py3_epang_T2	694e048c-07c0-43fa-b3f5-d78b6589e09d	flagged by test only					Species	Asterochloris italiana	NA	0.849	Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;Asterochloris italiana
n1600	1600	port_py3_epang_T2	6ffdd279-3346-42d5-9bac-5d8ec04b6171	flagged by test only					Species	NA	Eudorina elegans	0.999	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;NA
n1600	1600	port_py3_epang_T2	718a9b63-81a8-4ca8-99dc-42e9dac2bcf2	flagged by test only					Species	Primula egaliksensis	NA	0.660	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula egaliksensis
n1600	1600	port_py3_epang_T2	71c310db-eb55-434c-bea7-72844bf111a4	flagged by test only					Species	Ilex macrocarpa	Ilex micrococca	0.452	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex macrocarpa
n1600	1600	port_py3_epang_T2	7c7425af-4a7e-4dd6-b4a4-7549bbb7ebd8	flagged by test only					Genus	Omphalogramma	Primula	0.821	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Omphalogramma
n1600	1600	port_py3_epang_T2	8cd0e442-47b3-49ee-bd90-4884f9affaba	flagged by test only					Species	NA	Nymphaea odorata	0.510	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	port_py3_epang_T2	8f894320-cbf1-4716-a628-56c4eb8aa47c	flagged by test only					Species	Bipolaris sorokiniana	NA	1.000	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	port_py3_epang_T2	92aedd84-5868-4824-8d94-223e55be976e	flagged by test only					Order	Trebouxiales	Microthamniales	0.988	Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	port_py3_epang_T2	94d0392e-1810-4b59-a63f-8efdfd291e5b	flagged by test only					Species	Bouteloua warnockii	Bouteloua curtipendula	1.000	Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua warnockii
n1600	1600	port_py3_epang_T2	97311ffc-d825-4d81-96cb-deaa05ae4508	flagged by test only					Infraorder	Alternaria	Bipolaris	1.000	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Alternaria;NA
n1600	1600	port_py3_epang_T2	9b120823-3155-437d-92a6-e60897e599fd	flagged by test only					Species	Primula kialensis	NA	0.466	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula kialensis
n1600	1600	port_py3_epang_T2	a74a94da-c7bb-4dba-a559-262af51f0ddf	flagged by test only					Species	Primula cusickiana	Primula capillaris	0.510	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula cusickiana
n1600	1600	port_py3_epang_T2	a978ee1b-d8d2-49a6-a534-b823abf82774	flagged by test only					Phylum	NA	Ascomycota	0.715	Fungi;NA;NA;NA;NA;NA;NA
n1600	1600	port_py3_epang_T2	ad800fc3-d641-4d7a-9c13-807cca9b0caa	flagged by test only					Genus	Gelasia	Epilasia	0.508	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Gelasia;Gelasia aucheriana
n1600	1600	port_py3_epang_T2	ce999006-80dc-4b0a-9311-cd7fa91d5764	flagged by test only					Infraorder	Alternaria	Bipolaris	1.000	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Alternaria;NA
n1600	1600	port_py3_epang_T2	ed80f120-7a90-4bfa-985c-a4b2255a106a	flagged by test only					Phylum	Mucoromycota	Ascomycota	1.000	Fungi;Mucoromycota;NA;Endogonales;NA;NA;__TAXCLUSTER5__NA
n1600	1600	port_py3_epang_T4	199ec4f6-40e0-4a07-8c8e-95ba7ca0f54f	same rank, other proposal	Genus	Pleodorina	Pandorina	0.602	Genus	Pleodorina	Eudorina	0.994	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Pleodorina
n1600	1600	port_py3_epang_T4	298983ad-4160-4cdd-be94-1377c18ed9e0	same rank, other proposal	Genus	Pleodorina	Pandorina	0.999	Genus	Pleodorina	Eudorina	0.711	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Pleodorina
n1600	1600	port_py3_epang_T4	3f6abd7f-f0d5-443f-a389-a6eee27f6f9c	same rank, other proposal	Species	Primula kialensis	Primula auriculata	0.468	Species	Primula kialensis	NA	0.716	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula kialensis
n1600	1600	port_py3_epang_T4	4d7a86e3-7b98-4721-a6c1-dee1101ffd36	same rank, other proposal	Genus	Pleodorina	Pandorina	0.999	Genus	Pleodorina	Eudorina	0.965	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Pleodorina
n1600	1600	port_py3_epang_T4	4fdc2d5c-fe5d-4273-908e-6785b6f69cb7	rank differs	Phylum	Ascomycota	NA	0.912	Family	NA	Aspergillaceae	0.429	Fungi;Ascomycota;NA;Eurotiales;NA;NA;NA
n1600	1600	port_py3_epang_T4	9c27cf65-ba28-47ed-96b7-8f6f8d99ae71	same rank, other proposal	Species	Ilex serrata	Ilex corallina	0.510	Species	Ilex serrata	__TAXCLUSTER2__Ilex metabaptista	1.000	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex serrata
n1600	1600	port_py3_epang_T4	b29d692a-48ad-43f9-a95b-1ab58ec3d9e4	rank differs	Phylum	Basidiomycota	Ascomycota	0.649	Order	NA	Russulales	0.635	Fungi;Basidiomycota;NA;NA;NA;NA;NA
n1600	1600	port_py3_epang_T4	e4c13d92-788b-4c82-9a0f-82c0dde2414b	rank differs	Kingdom	Fungi	Plantae	0.663	Phylum	Basidiomycota	Zoopagomycota	0.550	Fungi;Basidiomycota;NA
n1600	1600	port_py3_epang_T4	ebd81364-c474-463c-8b7f-7f9881e5403c	same rank, other proposal	Phylum	Basidiomycota	Mucoromycota	0.999	Phylum	Basidiomycota	Ascomycota	0.481	Fungi;Basidiomycota;NA;NA;NA;NA;NA
n1600	1600	port_py3_epang_T4	08e962c7-5564-431e-ba94-03e4b66d7562	flagged by reference only	Species	Ilex shukunii	Ilex x wandoensis	0.814					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex shukunii
n1600	1600	port_py3_epang_T4	0e6638cd-5d7d-4a06-9c12-cbb97adbb37e	flagged by reference only	Species	Ilex cornuta	Ilex x wandoensis	0.926					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex cornuta
n1600	1600	port_py3_epang_T4	0e95f70b-a70e-4df2-9039-1febb088baf7	flagged by reference only	Species	Ahnfeltia borealis	Ahnfeltia plicata	0.946					Plantae;Rhodophyta;NA;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia;Ahnfeltia borealis
n1600	1600	port_py3_epang_T4	2fb594fe-4505-4e08-912a-67344e9f59a5	flagged by reference only	Genus	Pseudopodospermum	Scorzonera	0.410					Plantae;Tracheophyta;NA;Asterales;Asteraceae;Pseudopodospermum;Pseudopodospermum inaequiscapum
n1600	1600	port_py3_epang_T4	31c06ff3-de55-4289-9b11-6c7472f286c1	flagged by reference only	Genus	Eudorina	Pandorina	1.000					Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;Eudorina elegans
n1600	1600	port_py3_epang_T4	353b1e2b-29d1-443b-ae8f-944f0a6ac13b	flagged by reference only	Species	Ahnfeltia fastigiata	Ahnfeltia plicata	0.997					Plantae;Rhodophyta;NA;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia;Ahnfeltia fastigiata
n1600	1600	port_py3_epang_T4	3b26eed0-91da-4ce6-84a3-306e73e92626	flagged by reference only	Species	Actinidia fulvicoma	NA	0.815					Plantae;Tracheophyta;NA;Ericales;Actinidiaceae;Actinidia;Actinidia fulvicoma
n1600	1600	port_py3_epang_T4	3b7aa83b-3f3f-4572-8abf-a132fc2a19a0	flagged by reference only	Species	Actinidia fulvicoma	NA	0.814					Plantae;Tracheophyta;NA;Ericales;Actinidiaceae;Actinidia;Actinidia fulvicoma
n1600	1600	port_py3_epang_T4	3be76ad8-a918-4987-8f03-0c3a86c0d266	flagged by reference only	Species	Ahnfeltia fastigiata	Ahnfeltia plicata	0.997					Plantae;Rhodophyta;NA;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia;Ahnfeltia fastigiata
n1600	1600	port_py3_epang_T4	52efdec0-6b5b-47aa-b41a-ed9b386cef41	flagged by reference only	Species	NA	Bipolaris sorokiniana	0.991					Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n1600	1600	port_py3_epang_T4	5c4c7b4d-3a48-41e6-aa23-16fd38952d2b	flagged by reference only	Phylum	Ascomycota	NA	0.912					Fungi;Ascomycota;NA;Eurotiales;Aspergillaceae;Aspergillus;NA
n1600	1600	port_py3_epang_T4	75e2a37b-db1b-4673-bcef-338f984d4d9b	flagged by reference only	Species	Ahnfeltia borealis	Ahnfeltia plicata	0.997					Plantae;Rhodophyta;NA;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia;Ahnfeltia borealis
n1600	1600	port_py3_epang_T4	817344f0-1ac1-4dcb-9437-10d50e54cf17	flagged by reference only	Species	Ilex chinensis	Ilex x wandoensis	0.492					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex chinensis
n1600	1600	port_py3_epang_T4	8c218ce6-7103-4963-8949-7893188cc590	flagged by reference only	Species	Ahnfeltia fastigiata	Ahnfeltia plicata	0.997					Plantae;Rhodophyta;NA;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia;Ahnfeltia fastigiata
n1600	1600	port_py3_epang_T4	e62ae28c-9b37-49e0-b1ef-9e0dc3e2b638	flagged by reference only	Species	Ilex shukunii	Ilex x wandoensis	0.814					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex shukunii
n1600	1600	port_py3_epang_T4	f17cd819-8779-4d94-9c4b-67b6f0f80c16	flagged by reference only	Species	Ahnfeltia borealis	Ahnfeltia plicata	0.997					Plantae;Rhodophyta;NA;Ahnfeltiales;Ahnfeltiaceae;Ahnfeltia;Ahnfeltia borealis
n1600	1600	port_py3_epang_T4	f254f880-e1cb-467c-a691-df7862b2a753	flagged by reference only	Species	Ilex tetramera	Ilex x wandoensis	0.814					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex tetramera
n1600	1600	port_py3_epang_T4	0e209b54-1496-4e43-988c-b37cb86c6b5f	flagged by test only					Species	NA	Eudorina elegans	1.000	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;NA
n1600	1600	port_py3_epang_T4	0f799fab-e0c1-4297-bfc3-979ee401eae9	flagged by test only					Species	Bouteloua warnockii	Bouteloua curtipendula	1.000	Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;Bouteloua warnockii
n1600	1600	port_py3_epang_T4	1a66e156-5e5a-4957-a393-a21ae8840c02	flagged by test only					Phylum	Mucoromycota	Ascomycota	1.000	Fungi;Mucoromycota;NA;Endogonales;NA;NA;__TAXCLUSTER5__NA
n1600	1600	port_py3_epang_T4	27f8dfdc-b631-471d-85f4-e6431a95d1a2	flagged by test only					Species	Primula farinosa	Primula pinnata	0.510	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula farinosa
n1600	1600	port_py3_epang_T4	2cc256c7-18cb-4dd1-8b09-096b820a1840	flagged by test only					Species	Asterochloris woessiae	NA	0.473	Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;Asterochloris woessiae
n1600	1600	port_py3_epang_T4	2d77ea64-ffbe-4c8b-ad03-af0de2bdf1cc	flagged by test only					Species	Mucuna novoguineensis	Mucuna gigantea	0.510	Plantae;Tracheophyta;NA;Fabales;Fabaceae;Mucuna;Mucuna novoguineensis
n1600	1600	port_py3_epang_T4	31212b33-3e7c-4c3e-9969-3a48d0dd117c	flagged by test only					Species	Asterochloris italiana	NA	0.849	Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;Asterochloris italiana
n1600	1600	port_py3_epang_T4	3453d2be-3e07-4fa6-8d00-d2d2c992b2b2	flagged by test only					Genus	Omphalogramma	Primula	0.996	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Omphalogramma
n1600	1600	port_py3_epang_T4	3bc999e5-2232-4b3a-acfc-6161b2e6504c	flagged by test only					Species	Primula farinosa	Primula pinnata	0.510	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula farinosa
n1600	1600	port_py3_epang_T4	3d62b4e2-6ef6-4bb1-8c4e-338d9b931017	flagged by test only					Genus	Omphalogramma	Primula	0.709	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Omphalogramma
n1600	1600	port_py3_epang_T4	554d4ef6-80da-41c4-b2d3-741422082908	flagged by test only					Species	NA	Scorzonera meyeri	0.510	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera;NA
n1600	1600	port_py3_epang_T4	55927f18-64e4-4ded-b834-6ed4c025fa3d	flagged by test only					Species	Mucuna novoguineensis	Mucuna gigantea	0.510	Plantae;Tracheophyta;NA;Fabales;Fabaceae;Mucuna;Mucuna novoguineensis
n1600	1600	port_py3_epang_T4	5ce1e186-82e6-4847-8ecc-f7d13ee39941	flagged by test only					Species	Primula cusickiana	Primula capillaris	0.510	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula cusickiana
n1600	1600	port_py3_epang_T4	636c97f1-bcaa-4c93-af63-10a9e3db0752	flagged by test only					Species	Primula beesiana	Primula chungensis	0.738	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula beesiana
n1600	1600	port_py3_epang_T4	64b3e071-e66c-408b-9ba5-5c33a7321b40	flagged by test only					Phylum	Mucoromycota	Ascomycota	1.000	Fungi;Mucoromycota;NA;Endogonales;NA;NA;__TAXCLUSTER5__NA
n1600	1600	port_py3_epang_T4	681d305d-8dee-4c2f-8d55-96a7b28cb745	flagged by test only					Species	NA	Bouteloua curtipendula	0.576	Plantae;Tracheophyta;NA;Poales;Poaceae;Bouteloua;NA
n1600	1600	port_py3_epang_T4	694e048c-07c0-43fa-b3f5-d78b6589e09d	flagged by test only					Species	Asterochloris italiana	NA	0.849	Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;Asterochloris italiana
n1600	1600	port_py3_epang_T4	6ffdd279-3346-42d5-9bac-5d8ec04b6171	flagged by test only					Species	NA	Eudorina elegans	0.999	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;NA
n1600	1600	port_py3_epang_T4	718a9b63-81a8-4ca8-99dc-42e9dac2bcf2	flagged by test only					Species	Primula egaliksensis	NA	0.660	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula egaliksensis
